Date-Time,Instantaneous computed discharge (cfs)_x,Computed instantaneous suspended sediment (mg/L),"Computed instantaneous suspended sediment, lower 90% prediction (mg/L)","Computed instantaneous suspended sediment, upper 90% prediction (mg/L)",Instantaneous computed discharge (cfs)_y,Instantaneous turbidity (FNU)
12/24/2014 13:00,4.8,94,24,370,4.8,66
12/24/2014 12:00,6.5,120,31,480,6.5,80
12/24/2014 11:00,9.5,170,44,700,9.5,110
12/24/2014 10:00,19,320,78,1300,19,180
12/24/2014 09:00,6.1,68,18,270,6.1,34
12/24/2014 08:00,4.8,62,16,240,4.8,34
12/24/2014 07:00,6.8,81,21,310,6.8,41
12/24/2014 06:00,8.3,93,24,370,8.3,45
12/24/2014 05:00,8.4,110,27,410,8.4,54
12/24/2014 04:00,11,130,33,520,11,64
12/24/2014 03:00,9.6,120,29,450,9.6,57
12/24/2014 02:00,6.5,40,10,150,6.5,14
12/24/2014 01:00,1.0,7.6,2.0,28,1.0,3.6
12/24/2014 00:00,0.94,7.1,1.9,27,0.94,3.4
12/23/2014 23:00,0.94,7.5,2.0,28,0.94,3.7
12/23/2014 22:00,0.99,7.9,2.1,30,0.99,3.9
12/23/2014 21:00,0.99,8.3,2.2,31,0.99,4.2
12/23/2014 20:00,0.99,8.6,2.3,32,0.99,4.4
12/23/2014 19:00,1.0,8.9,2.4,33,1.0,4.6
12/23/2014 18:00,1.0,9.1,2.4,34,1.0,4.8
12/23/2014 17:00,1.1,9.6,2.6,36,1.1,4.9
12/23/2014 16:00,1.1,11,2.8,40,1.1,5.7
12/23/2014 15:00,1.1,11,2.8,40,1.1,5.8
12/23/2014 14:00,1.2,12,3.1,44,1.2,6.3
12/23/2014 13:00,1.2,12,3.2,45,1.2,6.6
12/23/2014 12:00,1.3,13,3.5,49,1.3,7.1
12/23/2014 11:00,1.3,14,3.7,52,1.3,7.8
12/23/2014 10:00,1.4,15,3.8,55,1.4,8.0
12/23/2014 09:00,1.5,16,4.2,61,1.5,8.9
12/23/2014 08:00,1.5,17,4.4,64,1.5,9.6
12/23/2014 07:00,1.4,17,4.4,63,1.4,10
12/23/2014 06:00,1.4,18,4.7,68,1.4,11
12/23/2014 05:00,1.5,19,5.1,74,1.5,12
12/23/2014 04:00,1.6,20,5.2,76,1.6,12
12/23/2014 03:00,1.6,21,5.5,80,1.6,13
12/23/2014 02:00,1.6,22,5.8,84,1.6,14
12/23/2014 01:00,1.7,24,6.2,90,1.7,15
12/23/2014 00:00,2.0,26,6.9,100,2.0,16
12/22/2014 23:00,2.6,29,7.7,110,2.6,16
12/22/2014 22:00,3.4,34,9.0,130,3.4,17
12/22/2014 21:00,3.9,28,7.2,100,3.9,11
12/22/2014 20:00,2.9,17,4.5,64,2.9,6.2
12/22/2014 19:00,2.5,9.3,2.5,35,2.5,2.7
12/22/2014 18:00,2.3,8.1,2.2,30,2.3,2.3
12/22/2014 17:00,2.0,5.1,1.4,19,2.0,1.2
12/22/2014 16:00,1.0,1.6,1.0,5.9,1.0,0.30
12/22/2014 15:00,0.94,1.5,1.0,5.7,0.94,0.30
12/22/2014 14:00,0.94,1.2,1.0,4.4,0.94,0.20
12/22/2014 13:00,0.89,1.1,1.0,4.3,0.89,0.20
12/22/2014 12:00,0.89,1.0,1.0,3.8,0.89,0.10
12/22/2014 11:00,0.89,1.1,1.0,4.3,0.89,0.20
12/22/2014 10:00,0.89,1.0,1.0,3.8,0.89,0.10
12/22/2014 09:00,0.89,1.0,1.0,3.8,0.89,0.10
12/22/2014 08:00,0.89,1.0,1.0,3.8,0.89,0.10
12/22/2014 07:00,0.89,1.0,1.0,3.8,0.89,0.10
12/22/2014 06:00,0.89,1.0,1.0,3.8,0.89,0.10
12/22/2014 05:00,0.89,1.0,1.0,3.8,0.89,0.10
12/22/2014 04:00,0.89,1.0,1.0,3.8,0.89,0.10
12/22/2014 03:00,0.89,1.0,1.0,3.8,0.89,0.10
12/22/2014 02:00,0.89,1.0,1.0,3.8,0.89,0.10
12/22/2014 01:00,0.89,1.0,1.0,3.8,0.89,0.10
12/22/2014 00:00,0.89,1.0,1.0,3.8,0.89,0.10
12/21/2014 23:00,0.89,1.0,1.0,3.8,0.89,0.10
12/21/2014 22:00,0.89,1.0,1.0,3.8,0.89,0.10
12/21/2014 21:00,0.89,1.0,1.0,3.8,0.89,0.10
12/21/2014 20:00,0.89,1.1,1.0,4.3,0.89,0.20
12/21/2014 19:00,0.89,1.1,1.0,4.3,0.89,0.20
12/21/2014 18:00,0.89,1.1,1.0,4.3,0.89,0.20
12/21/2014 17:00,0.89,1.1,1.0,4.3,0.89,0.20
12/21/2014 16:00,0.89,1.0,1.0,3.8,0.89,0.10
12/21/2014 15:00,0.89,2.5,1.0,9.5,0.89,0.70
12/21/2014 14:00,0.89,1.0,1.0,3.8,0.89,0.10
12/21/2014 13:00,0.89,1.0,1.0,3.8,0.89,0.10
12/21/2014 12:00,0.89,1.1,1.0,4.3,0.89,0.20
12/21/2014 11:00,0.89,1.1,1.0,4.3,0.89,0.20
12/21/2014 10:00,0.89,1.1,1.0,4.3,0.89,0.20
12/21/2014 09:00,0.89,1.0,1.0,3.8,0.89,0.10
12/21/2014 08:00,0.89,1.1,1.0,4.3,0.89,0.20
12/21/2014 07:00,0.89,1.5,1.0,5.6,0.89,0.30
12/21/2014 06:00,0.89,1.8,1.0,6.7,0.89,0.40
12/21/2014 05:00,0.89,1.0,1.0,3.8,0.89,0.10
12/21/2014 04:00,0.89,1.0,1.0,3.8,0.89,0.10
12/21/2014 03:00,0.89,1.1,1.0,4.3,0.89,0.20
12/21/2014 02:00,0.89,1.0,1.0,3.8,0.89,0.10
12/21/2014 01:00,0.89,1.1,1.0,4.3,0.89,0.20
12/21/2014 00:00,0.89,1.1,1.0,4.3,0.89,0.20
12/20/2014 23:00,0.89,1.1,1.0,4.3,0.89,0.20
12/20/2014 22:00,0.89,1.1,1.0,4.3,0.89,0.20
12/20/2014 21:00,0.89,1.1,1.0,4.3,0.89,0.20
12/20/2014 20:00,0.89,1.1,1.0,4.3,0.89,0.20
12/20/2014 19:00,0.89,1.5,1.0,5.6,0.89,0.30
12/20/2014 18:00,0.89,1.5,1.0,5.6,0.89,0.30
12/20/2014 17:00,0.89,1.5,1.0,5.6,0.89,0.30
12/20/2014 16:00,0.89,1.5,1.0,5.6,0.89,0.30
12/20/2014 15:00,0.89,1.5,1.0,5.6,0.89,0.30
12/20/2014 14:00,0.89,1.8,1.0,6.7,0.89,0.40
12/20/2014 13:00,0.89,1.5,1.0,5.6,0.89,0.30
12/20/2014 12:00,0.89,1.5,1.0,5.6,0.89,0.30
12/20/2014 11:00,0.89,1.8,1.0,6.7,0.89,0.40
12/20/2014 10:00,0.89,1.8,1.0,6.7,0.89,0.40
12/20/2014 09:00,0.89,1.5,1.0,5.6,0.89,0.30
12/20/2014 08:00,0.89,1.5,1.0,5.6,0.89,0.30
12/20/2014 07:00,0.89,1.5,1.0,5.6,0.89,0.30
12/20/2014 06:00,0.89,1.5,1.0,5.6,0.89,0.30
12/20/2014 05:00,0.89,1.5,1.0,5.6,0.89,0.30
12/20/2014 04:00,0.89,1.8,1.0,6.7,0.89,0.40
12/20/2014 03:00,0.89,1.8,1.0,6.7,0.89,0.40
12/20/2014 02:00,0.89,1.8,1.0,6.7,0.89,0.40
12/20/2014 01:00,0.89,1.8,1.0,6.7,0.89,0.40
12/20/2014 00:00,0.89,2.1,1.0,7.7,0.89,0.50
12/19/2014 23:00,0.89,2.1,1.0,7.7,0.89,0.50
12/19/2014 22:00,0.89,2.3,1.0,8.6,0.89,0.60
12/19/2014 21:00,0.89,2.3,1.0,8.6,0.89,0.60
12/19/2014 20:00,0.89,2.3,1.0,8.6,0.89,0.60
12/19/2014 19:00,0.89,2.3,1.0,8.6,0.89,0.60
12/19/2014 18:00,0.89,2.3,1.0,8.6,0.89,0.60
12/19/2014 17:00,0.94,2.1,1.0,7.9,0.94,0.50
12/19/2014 16:00,0.94,2.1,1.0,7.9,0.94,0.50
12/19/2014 15:00,0.94,1.8,1.0,6.8,0.94,0.40
12/19/2014 14:00,0.94,1.8,1.0,6.8,0.94,0.40
12/19/2014 13:00,0.89,1.8,1.0,6.7,0.89,0.40
12/19/2014 12:00,0.94,1.8,1.0,6.8,0.94,0.40
12/19/2014 11:00,0.89,1.8,1.0,6.7,0.89,0.40
12/19/2014 10:00,0.89,1.8,1.0,6.7,0.89,0.40
12/19/2014 09:00,0.94,1.8,1.0,6.8,0.94,0.40
12/19/2014 08:00,0.89,1.8,1.0,6.7,0.89,0.40
12/19/2014 07:00,0.94,2.1,1.0,7.9,0.94,0.50
12/19/2014 06:00,0.89,2.1,1.0,7.7,0.89,0.50
12/19/2014 05:00,0.94,2.4,1.0,8.8,0.94,0.60
12/19/2014 04:00,0.94,2.1,1.0,7.9,0.94,0.50
12/19/2014 03:00,0.94,2.1,1.0,7.9,0.94,0.50
12/19/2014 02:00,0.94,2.4,1.0,8.8,0.94,0.60
12/19/2014 01:00,0.94,2.4,1.0,8.8,0.94,0.60
12/19/2014 00:00,0.94,2.4,1.0,8.8,0.94,0.60
12/18/2014 23:00,0.94,2.8,1.0,11,0.94,0.80
12/18/2014 22:00,0.94,2.8,1.0,11,0.94,0.80
12/18/2014 21:00,0.94,2.8,1.0,11,0.94,0.80
12/18/2014 20:00,0.94,3.1,1.0,11,0.94,0.90
12/18/2014 19:00,0.94,3.1,1.0,11,0.94,0.90
12/18/2014 18:00,0.94,3.3,1.0,12,0.94,1.0
12/18/2014 17:00,0.89,3.2,1.0,12,0.89,1.0
12/18/2014 16:00,0.89,3.4,1.0,13,0.89,1.1
12/18/2014 15:00,0.94,3.9,1.0,14,0.94,1.3
12/18/2014 14:00,0.89,3.8,1.0,14,0.89,1.3
12/18/2014 13:00,0.89,4.0,1.1,15,0.89,1.4
12/18/2014 12:00,0.89,4.1,1.1,15,0.89,1.5
12/18/2014 11:00,0.89,4.3,1.2,16,0.89,1.6
12/18/2014 10:00,0.89,4.6,1.2,17,0.89,1.8
12/18/2014 09:00,0.89,4.8,1.3,18,0.89,1.9
12/18/2014 08:00,0.89,5.1,1.4,19,0.89,2.1
12/18/2014 07:00,0.89,5.3,1.4,20,0.89,2.2
12/18/2014 06:00,0.89,5.4,1.4,20,0.89,2.3
12/18/2014 05:00,0.89,5.7,1.5,21,0.89,2.5
12/18/2014 04:00,0.89,6.1,1.6,23,0.89,2.8
12/18/2014 03:00,0.89,6.3,1.7,24,0.89,2.9
12/18/2014 02:00,0.89,6.7,1.8,25,0.89,3.2
12/18/2014 01:00,0.89,7.0,1.9,26,0.89,3.4
12/18/2014 00:00,0.94,7.4,2.0,28,0.94,3.6
12/17/2014 23:00,0.89,7.6,2.0,29,0.89,3.9
12/17/2014 22:00,0.94,8.3,2.2,31,0.94,4.3
12/17/2014 21:00,0.94,8.7,2.3,33,0.94,4.7
12/17/2014 20:00,0.94,9.1,2.4,34,0.94,5.0
12/17/2014 19:00,0.94,9.6,2.5,36,0.94,5.4
12/17/2014 18:00,0.94,10,2.7,38,0.94,5.9
12/17/2014 17:00,0.94,11,2.9,41,0.94,6.7
12/17/2014 16:00,0.94,12,3.1,44,0.94,7.4
12/17/2014 15:00,0.94,12,3.2,46,0.94,7.8
12/17/2014 14:00,0.94,13,3.4,48,0.94,8.5
12/17/2014 13:00,0.94,14,3.7,53,0.94,9.8
12/17/2014 12:00,0.99,15,4.1,58,0.99,11
12/17/2014 11:00,0.99,16,4.3,62,0.99,12
12/17/2014 10:00,0.99,18,4.7,68,0.99,14
12/17/2014 09:00,0.99,19,5.1,74,0.99,16
12/17/2014 08:00,1.0,22,5.7,83,1.0,19
12/17/2014 07:00,1.0,23,6.1,89,1.0,21
12/17/2014 06:00,1.0,25,6.4,94,1.0,23
12/17/2014 05:00,1.1,29,7.6,110,1.1,28
12/17/2014 04:00,1.1,32,8.2,120,1.1,32
12/17/2014 03:00,1.1,36,9.3,140,1.1,39
12/17/2014 02:00,1.2,40,10,150,1.2,43
12/17/2014 01:00,1.2,41,11,160,1.2,46
12/17/2014 00:00,1.2,44,11,170,1.2,50
12/16/2014 23:00,1.3,47,12,180,1.3,53
12/16/2014 22:00,1.4,48,12,190,1.4,52
12/16/2014 21:00,1.5,50,13,200,1.5,54
12/16/2014 20:00,1.6,53,14,210,1.6,56
12/16/2014 19:00,1.8,56,14,220,1.8,56
12/16/2014 18:00,2.1,60,15,230,2.1,57
12/16/2014 17:00,2.5,66,17,260,2.5,58
12/16/2014 16:00,3.3,82,21,320,3.3,69
12/16/2014 15:00,5.4,120,30,460,5.4,86
12/16/2014 14:00,11,170,44,700,11,100
12/16/2014 13:00,12,81,21,310,12,28
12/16/2014 12:00,1.1,2.5,1.0,9.4,1.1,0.60
12/16/2014 11:00,0.99,2.7,1.0,10,0.99,0.70
12/16/2014 10:00,0.94,1.2,1.0,4.4,0.94,0.20
12/16/2014 09:00,0.94,1.2,1.0,4.4,0.94,0.20
12/16/2014 08:00,0.94,1.2,1.0,4.4,0.94,0.20
12/16/2014 07:00,0.94,1.2,1.0,4.4,0.94,0.20
12/16/2014 06:00,0.94,1.2,1.0,4.4,0.94,0.20
12/16/2014 05:00,0.94,1.5,1.0,5.7,0.94,0.30
12/16/2014 04:00,0.94,1.5,1.0,5.7,0.94,0.30
12/16/2014 03:00,0.94,1.2,1.0,4.4,0.94,0.20
12/16/2014 02:00,0.94,1.5,1.0,5.7,0.94,0.30
12/16/2014 01:00,0.94,1.5,1.0,5.7,0.94,0.30
12/16/2014 00:00,0.94,1.5,1.0,5.7,0.94,0.30
12/15/2014 23:00,0.94,1.5,1.0,5.7,0.94,0.30
12/15/2014 22:00,0.94,1.2,1.0,4.4,0.94,0.20
12/15/2014 21:00,0.94,1.5,1.0,5.7,0.94,0.30
12/15/2014 20:00,0.94,1.5,1.0,5.7,0.94,0.30
12/15/2014 19:00,0.94,1.5,1.0,5.7,0.94,0.30
12/15/2014 18:00,0.94,1.5,1.0,5.7,0.94,0.30
12/15/2014 17:00,0.94,1.5,1.0,5.7,0.94,0.30
12/15/2014 16:00,0.94,1.5,1.0,5.7,0.94,0.30
12/15/2014 15:00,0.94,1.2,1.0,4.4,0.94,0.20
12/15/2014 14:00,0.94,1.2,1.0,4.4,0.94,0.20
12/15/2014 13:00,0.94,1.2,1.0,4.4,0.94,0.20
12/15/2014 12:00,0.94,1.2,1.0,4.4,0.94,0.20
12/15/2014 11:00,0.94,1.2,1.0,4.4,0.94,0.20
12/15/2014 10:00,0.94,1.2,1.0,4.4,0.94,0.20
12/15/2014 09:00,0.94,1.2,1.0,4.4,0.94,0.20
12/15/2014 08:00,0.94,1.2,1.0,4.4,0.94,0.20
12/15/2014 07:00,0.94,1.2,1.0,4.4,0.94,0.20
12/15/2014 06:00,0.94,1.2,1.0,4.4,0.94,0.20
12/15/2014 05:00,0.99,1.6,1.0,5.8,0.99,0.30
12/15/2014 04:00,0.94,1.2,1.0,4.4,0.94,0.20
12/15/2014 03:00,0.94,1.2,1.0,4.4,0.94,0.20
12/15/2014 02:00,0.94,1.2,1.0,4.4,0.94,0.20
12/15/2014 01:00,0.94,1.5,1.0,5.7,0.94,0.30
12/15/2014 00:00,0.99,1.2,1.0,4.5,0.99,0.20
12/14/2014 23:00,0.99,1.2,1.0,4.5,0.99,0.20
12/14/2014 22:00,0.94,1.2,1.0,4.4,0.94,0.20
12/14/2014 21:00,0.99,1.6,1.0,5.8,0.99,0.30
12/14/2014 20:00,0.99,1.6,1.0,5.8,0.99,0.30
12/14/2014 19:00,0.99,1.6,1.0,5.8,0.99,0.30
12/14/2014 18:00,0.99,1.2,1.0,4.5,0.99,0.20
12/14/2014 17:00,0.99,1.6,1.0,5.8,0.99,0.30
