Date-Time,Instantaneous computed discharge (cfs),Computed instantaneous suspended sediment (mg/L),"Computed instantaneous suspended sediment, lower 90% prediction (mg/L)","Computed instantaneous suspended sediment, upper 90% prediction (mg/L)",Instantaneous specific conductance at 25 degrees Celsius (uS/cm),Instantaneous turbidity (FNU)
12/31/2016 23:00,3030,27,23,32,600,8.1
12/31/2016 22:00,3030,27,22,32,600,7.9
12/31/2016 21:00,3040,27,22,32,600,7.9
12/31/2016 20:00,3040,27,22,32,600,7.9
12/31/2016 19:00,3040,30,26,36,600,9.9
12/31/2016 18:00,3040,27,23,32,600,8.1
12/31/2016 17:00,3050,30,26,36,600,9.8
12/31/2016 16:00,3050,30,25,35,600,9.6
12/31/2016 15:00,3040,29,25,35,600,9.2
12/31/2016 14:00,3050,29,24,34,600,9.0
12/31/2016 13:00,3050,30,25,35,600,9.6
12/31/2016 12:00,3050,31,26,36,600,10
12/31/2016 11:00,3060,30,26,36,600,9.7
12/31/2016 10:00,3070,32,27,37,600,11
12/31/2016 09:00,3070,32,27,38,600,11
12/31/2016 08:00,3070,33,28,39,600,11
12/31/2016 07:00,3070,33,28,38,600,11
12/31/2016 06:00,3070,33,28,39,590,11
12/31/2016 05:00,3080,33,28,39,590,11
12/31/2016 04:00,3080,35,29,40,590,12
12/31/2016 03:00,3080,33,28,39,590,11
12/31/2016 02:00,3080,35,30,42,590,13
12/31/2016 01:00,3080,35,30,41,590,12
12/31/2016 00:00,3080,37,31,43,590,13
12/30/2016 23:00,3080,36,31,42,590,13
12/30/2016 22:00,3080,38,32,44,590,14
12/30/2016 21:00,3080,38,33,45,590,14
12/30/2016 20:00,3080,38,33,45,590,14
12/30/2016 19:00,3080,39,33,45,590,14
12/30/2016 18:00,3080,38,33,45,590,14
12/30/2016 17:00,3070,41,35,47,590,16
12/30/2016 16:00,3070,41,36,48,580,16
12/30/2016 15:00,3070,41,35,47,580,16
12/30/2016 14:00,3070,43,37,50,580,17
12/30/2016 13:00,3070,43,37,50,580,17
12/30/2016 12:00,3060,44,38,51,580,18
12/30/2016 11:00,3070,44,38,51,580,18
12/30/2016 10:00,3060,46,39,53,580,19
12/30/2016 09:00,3050,44,38,51,580,18
12/30/2016 08:00,3060,44,38,51,580,17
12/30/2016 07:00,3050,45,39,52,580,18
12/30/2016 06:00,3050,47,40,54,570,19
12/30/2016 05:00,3050,49,42,57,570,21
12/30/2016 04:00,3050,48,42,56,570,20
12/30/2016 03:00,3040,48,42,56,570,20
12/30/2016 02:00,3040,48,42,56,570,20
12/30/2016 01:00,3040,49,42,57,570,20
12/30/2016 00:00,3030,50,43,58,570,21
12/29/2016 23:00,3020,50,43,58,570,21
12/29/2016 22:00,3020,51,44,59,570,21
12/29/2016 21:00,3000,50,43,58,570,21
12/29/2016 20:00,3010,52,45,60,570,22
12/29/2016 19:00,3000,51,44,60,570,22
12/29/2016 18:00,3000,52,45,61,560,22
12/29/2016 17:00,3000,53,46,61,560,23
12/29/2016 16:00,2990,53,46,62,560,23
12/29/2016 15:00,2990,54,47,63,560,24
12/29/2016 14:00,2990,55,47,64,560,24
12/29/2016 13:00,2980,54,47,63,560,23
12/29/2016 12:00,2980,56,48,65,560,25
12/29/2016 11:00,2980,57,49,66,560,25
12/29/2016 10:00,2970,57,49,65,560,25
12/29/2016 09:00,2970,56,48,65,560,25
12/29/2016 08:00,2970,55,48,64,560,24
12/29/2016 07:00,2970,56,48,65,560,25
12/29/2016 06:00,2970,56,48,65,570,25
12/29/2016 05:00,2970,56,48,64,570,25
12/29/2016 04:00,2960,57,49,66,570,27
12/29/2016 03:00,2960,55,48,64,570,26
12/29/2016 02:00,2960,53,46,62,580,24
12/29/2016 01:00,2960,54,47,62,580,25
12/29/2016 00:00,2940,54,46,62,580,25
12/28/2016 23:00,2940,53,46,61,590,25
12/28/2016 22:00,2940,50,43,58,600,24
12/28/2016 21:00,2940,50,43,59,600,24
12/28/2016 20:00,2930,52,45,60,600,26
12/28/2016 19:00,2930,54,46,62,600,27
12/28/2016 18:00,2930,53,45,61,600,26
12/28/2016 17:00,2920,53,45,61,600,26
12/28/2016 16:00,2910,52,45,61,600,26
12/28/2016 15:00,2910,53,46,62,600,27
12/28/2016 14:00,2910,51,44,60,600,25
12/28/2016 13:00,2900,56,48,65,600,29
12/28/2016 12:00,2900,55,48,64,600,28
12/28/2016 11:00,2890,51,44,60,600,25
12/28/2016 10:00,2890,49,43,57,600,23
12/28/2016 09:00,2890,49,42,57,600,23
12/28/2016 08:00,2880,47,40,54,600,21
12/28/2016 07:00,2880,43,37,50,600,18
12/28/2016 06:00,2870,41,35,47,610,17
12/28/2016 05:00,2870,39,34,46,610,16
12/28/2016 04:00,2870,40,34,46,610,17
12/28/2016 03:00,2860,40,35,47,610,17
12/28/2016 02:00,2860,45,39,53,610,21
12/28/2016 01:00,2860,42,36,49,610,18
12/28/2016 00:00,2850,45,38,52,610,20
12/27/2016 23:00,2840,43,37,50,600,19
12/27/2016 22:00,2840,44,38,51,600,19
12/27/2016 21:00,2830,45,38,52,600,20
12/27/2016 20:00,2830,48,41,56,600,22
12/27/2016 19:00,2830,52,44,60,600,25
12/27/2016 18:00,2820,55,47,64,590,28
12/27/2016 17:00,2810,55,48,64,590,28
12/27/2016 16:00,2810,59,51,68,590,31
12/27/2016 15:00,2800,61,52,71,590,33
12/27/2016 14:00,2790,61,53,71,590,33
12/27/2016 13:00,2780,62,54,72,590,34
12/27/2016 12:00,2780,64,55,74,590,35
12/27/2016 11:00,2780,67,58,78,580,37
12/27/2016 10:00,2770,68,59,79,580,38
12/27/2016 09:00,2760,74,64,86,570,43
12/27/2016 08:00,2750,70,60,81,570,38
12/27/2016 07:00,2740,77,67,90,570,45
12/27/2016 06:00,2730,83,71,96,570,50
12/27/2016 05:00,2710,89,77,100,560,57
12/27/2016 04:00,2700,91,78,110,570,60
12/27/2016 03:00,2680,92,79,110,570,61
12/27/2016 02:00,2660,94,80,110,570,64
12/27/2016 01:00,2640,92,79,110,570,63
12/27/2016 00:00,2610,94,80,110,580,65
12/26/2016 23:00,2590,97,82,110,580,71
12/26/2016 22:00,2560,90,76,110,590,64
12/26/2016 21:00,2530,90,76,110,600,67
12/26/2016 20:00,2490,86,72,100,610,64
12/26/2016 19:00,2460,69,58,82,610,45
12/26/2016 18:00,2430,50,42,58,630,27
12/26/2016 17:00,2380,33,28,39,640,14
12/26/2016 16:00,2350,32,27,38,640,13
12/26/2016 15:00,2330,35,30,42,640,15
12/26/2016 14:00,2300,24,21,29,640,8.0
12/26/2016 13:00,2280,19,16,23,640,5.3
12/26/2016 12:00,2270,21,17,25,640,5.9
12/26/2016 11:00,2250,20,17,24,640,5.5
12/26/2016 10:00,2260,20,17,24,640,5.7
12/26/2016 09:00,2250,18,15,22,640,4.6
12/26/2016 08:00,2240,19,15,22,640,4.9
12/26/2016 07:00,2240,18,15,22,640,4.9
12/26/2016 06:00,2240,17,14,21,650,4.3
12/26/2016 05:00,2220,17,14,21,650,4.4
12/26/2016 02:00,2150,17,14,21,650,4.4
12/26/2016 01:00,2150,18,15,22,650,4.8
12/25/2016 14:00,1940,16,13,20,650,3.9
12/25/2016 13:00,1940,17,14,21,650,4.4
12/25/2016 02:00,1840,17,14,20,650,4.2
12/25/2016 01:00,1840,17,14,21,650,4.4
12/24/2016 14:00,1760,18,15,22,650,4.8
12/24/2016 13:00,1760,19,15,22,650,5.1
12/24/2016 02:00,1690,24,20,29,650,8.2
12/24/2016 01:00,1690,28,23,33,650,10
12/23/2016 14:00,1630,26,22,30,660,9.2
12/23/2016 13:00,1630,20,17,24,660,6.1
12/23/2016 02:00,1590,12,10,15,670,2.7
12/23/2016 01:00,1590,12,9.4,15,670,2.4
12/22/2016 14:00,1580,13,11,16,670,3.0
12/22/2016 13:00,1580,12,9.5,15,670,2.5
12/22/2016 02:00,1580,11,8.5,13,690,2.2
12/22/2016 01:00,1580,11,9.2,14,690,2.5
12/21/2016 14:00,1580,13,11,17,670,3.1
12/21/2016 13:00,1580,11,8.4,13,670,2.0
12/21/2016 02:00,1580,--,--,--,--,1.3
12/21/2016 01:00,1580,--,--,--,--,0.80
12/20/2016 14:00,1580,5.4,3.9,7.3,670,0.60
12/20/2016 13:00,1580,5.4,3.9,7.3,670,0.60
12/20/2016 02:00,1590,7.6,5.8,10,660,1.1
12/20/2016 01:00,1590,8.8,6.8,11,660,1.4
12/19/2016 14:00,1610,9.8,7.7,12,660,1.7
12/19/2016 13:00,1610,6.4,4.8,8.6,660,0.80
12/19/2016 02:00,1640,6.5,4.8,8.7,650,0.80
12/19/2016 01:00,1640,8.9,6.9,11,650,1.4
12/18/2016 14:00,1680,13,11,17,650,2.8
12/18/2016 13:00,1680,11,8.8,14,650,2.0
12/18/2016 02:00,1730,13,11,17,650,2.9
12/18/2016 01:00,1730,16,13,19,650,3.8
12/17/2016 14:00,1770,13,11,17,660,3.0
12/17/2016 13:00,1770,12,9.5,15,660,2.4
12/17/2016 02:00,1830,11,8.6,13,670,2.1
12/17/2016 01:00,1830,11,8.8,14,670,2.2
12/16/2016 14:00,1880,12,9.3,14,670,2.4
12/16/2016 13:00,1880,9.5,7.5,12,670,1.7
12/16/2016 12:00,1880,10,8.3,13,670,2.0
12/16/2016 11:00,1890,9.5,7.5,12,670,1.7
12/16/2016 10:00,1890,9.5,7.5,12,670,1.7
12/16/2016 09:00,1900,8.9,6.9,11,670,1.5
12/16/2016 08:00,1910,11,9.1,14,670,2.3
12/16/2016 07:00,1920,9.8,7.8,12,670,1.8
12/16/2016 06:00,1930,11,9.1,14,670,2.3
12/16/2016 05:00,1930,10,8.4,13,670,2.0
12/16/2016 04:00,1940,11,8.9,14,670,2.2
12/16/2016 03:00,1950,13,11,16,670,3.0
12/16/2016 02:00,1960,11,9.2,14,670,2.3
12/16/2016 01:00,1960,11,8.7,14,670,2.1
12/16/2016 00:00,1970,11,8.7,14,670,2.1
12/15/2016 23:00,1980,11,8.7,14,670,2.1
12/15/2016 22:00,1970,9.7,7.6,12,670,1.7
12/15/2016 21:00,1980,10,8.2,13,660,1.9
12/15/2016 20:00,1980,13,10,16,660,2.7
12/15/2016 19:00,1980,12,9.2,14,660,2.3
12/15/2016 18:00,1980,12,9.2,14,660,2.3
12/15/2016 17:00,1980,11,8.8,14,660,2.1
12/15/2016 16:00,1980,11,8.8,14,660,2.1
12/15/2016 15:00,1960,12,9.3,15,660,2.3
12/15/2016 14:00,1950,11,8.5,14,660,2.0
12/15/2016 13:00,1950,13,11,16,660,2.8
12/15/2016 12:00,1950,11,9.1,14,650,2.2
12/15/2016 11:00,1950,11,9.1,14,650,2.2
12/15/2016 10:00,1950,11,8.3,13,650,1.9
12/15/2016 09:00,1950,13,10,16,650,2.6
12/15/2016 08:00,1950,11,8.9,14,650,2.1
12/15/2016 07:00,1950,12,9.2,15,650,2.2
12/15/2016 06:00,1960,12,9.5,15,650,2.3
12/15/2016 05:00,1970,12,9.6,15,640,2.3
12/15/2016 04:00,1980,12,9.6,15,640,2.3
12/15/2016 03:00,1990,12,9.4,15,640,2.2
12/15/2016 02:00,2010,14,11,17,640,3.0
12/15/2016 01:00,2020,15,12,18,640,3.3
12/15/2016 00:00,2030,15,12,18,640,3.3
12/14/2016 23:00,2050,16,13,20,640,3.7
12/14/2016 22:00,2050,16,13,19,630,3.5
12/14/2016 21:00,2050,16,13,19,630,3.5
12/14/2016 20:00,2060,16,13,19,630,3.5
12/14/2016 19:00,2050,16,13,20,630,3.7
12/14/2016 18:00,2060,16,13,19,630,3.5
12/14/2016 17:00,2060,17,14,20,630,3.9
12/14/2016 16:00,2050,15,12,18,630,3.1
12/14/2016 15:00,2050,14,12,18,630,3.0
12/14/2016 14:00,2070,14,11,17,630,2.7
12/14/2016 13:00,2080,15,12,18,630,3.1
12/14/2016 12:00,2070,16,13,19,630,3.5
12/14/2016 11:00,2090,14,12,18,630,3.0
12/14/2016 10:00,2100,15,12,18,630,3.2
12/14/2016 09:00,2100,17,14,20,630,3.9
12/14/2016 08:00,2110,15,12,18,630,3.1
12/14/2016 07:00,2120,16,13,20,630,3.6
12/14/2016 06:00,2120,14,11,18,630,2.9
12/14/2016 05:00,2130,14,12,18,630,3.0
12/14/2016 04:00,2130,15,12,19,630,3.3
12/14/2016 03:00,2140,16,13,19,630,3.5
12/14/2016 02:00,2140,15,12,18,630,3.1
12/14/2016 01:00,2140,15,12,19,630,3.2
12/14/2016 00:00,2150,15,12,18,630,3.1
12/13/2016 23:00,2160,15,12,19,630,3.3
12/13/2016 22:00,2160,15,12,19,630,3.2
12/13/2016 21:00,2160,16,13,20,630,3.6
12/13/2016 20:00,2160,15,12,18,620,3.0
12/13/2016 19:00,2160,15,12,19,620,3.2
12/13/2016 18:00,2160,17,14,21,620,3.9
12/13/2016 17:00,2160,16,13,20,620,3.7
12/13/2016 16:00,2160,14,11,18,620,2.9
12/13/2016 15:00,2170,15,12,19,620,3.3
12/13/2016 14:00,2160,15,12,19,620,3.3
12/13/2016 13:00,2170,15,12,19,620,3.3
12/13/2016 12:00,2170,15,12,19,620,3.2
12/13/2016 11:00,2170,15,12,19,620,3.2
12/13/2016 10:00,2170,16,13,20,630,3.7
12/13/2016 09:00,2170,15,12,18,630,3.0
12/13/2016 08:00,2170,16,13,19,630,3.4
12/13/2016 07:00,2170,15,12,19,630,3.2
12/13/2016 06:00,2180,15,12,19,630,3.2
12/13/2016 05:00,2180,17,14,21,620,4.1
12/13/2016 04:00,2180,15,12,19,620,3.2
12/13/2016 03:00,2180,15,12,18,620,3.0
12/13/2016 02:00,2190,14,11,18,620,2.9
12/13/2016 01:00,2190,16,13,20,620,3.5
12/13/2016 00:00,2190,15,12,19,620,3.3
12/12/2016 23:00,2190,16,13,20,620,3.6
12/12/2016 22:00,2200,15,12,19,620,3.3
12/12/2016 21:00,2200,16,13,20,620,3.5
12/12/2016 20:00,2200,17,14,21,620,3.8
12/12/2016 19:00,2200,16,13,20,620,3.6
12/12/2016 18:00,2200,16,13,20,620,3.7
12/12/2016 17:00,2200,16,13,20,620,3.7
12/12/2016 16:00,2200,17,14,21,620,3.8
12/12/2016 15:00,2210,16,13,20,620,3.5
12/12/2016 14:00,2200,16,13,20,620,3.6
12/12/2016 13:00,2210,16,13,20,620,3.5
12/12/2016 12:00,2210,15,12,19,620,3.3
12/12/2016 11:00,2210,15,12,19,620,3.3
12/12/2016 10:00,2210,16,13,20,630,3.6
12/12/2016 09:00,2220,15,12,19,630,3.3
12/12/2016 08:00,2220,16,13,20,630,3.6
12/12/2016 07:00,2220,15,12,18,630,3.1
12/12/2016 06:00,2230,15,12,19,630,3.3
12/12/2016 05:00,2220,15,12,18,630,3.1
12/12/2016 04:00,2220,15,12,18,630,3.1
12/12/2016 03:00,2220,15,12,19,630,3.3
12/12/2016 02:00,2230,15,12,19,630,3.3
12/12/2016 01:00,2220,17,14,20,630,3.8
12/12/2016 00:00,2230,15,12,19,630,3.2
12/11/2016 23:00,2230,15,12,18,630,3.1
12/11/2016 22:00,2230,15,12,19,630,3.3
12/11/2016 21:00,2230,15,12,19,630,3.2
12/11/2016 20:00,2220,16,13,19,630,3.4
12/11/2016 19:00,2220,16,13,20,630,3.7
12/11/2016 18:00,2220,16,13,20,630,3.6
12/11/2016 17:00,2220,17,14,21,630,4.1
12/11/2016 16:00,2230,17,14,20,630,3.9
12/11/2016 15:00,2230,16,13,20,630,3.7
12/11/2016 14:00,2230,15,12,18,630,3.1
12/11/2016 13:00,2230,15,13,19,630,3.4
12/11/2016 12:00,2230,15,12,19,630,3.3
12/11/2016 11:00,2230,15,12,19,630,3.3
12/11/2016 10:00,2230,16,13,19,630,3.6
12/11/2016 09:00,2240,15,12,19,630,3.3
12/11/2016 08:00,2240,15,12,19,630,3.4
12/11/2016 07:00,2240,16,13,19,630,3.5
12/11/2016 06:00,2240,15,12,19,630,3.3
12/11/2016 05:00,2240,14,12,18,630,3.0
12/11/2016 04:00,2250,14,12,18,630,3.0
12/11/2016 03:00,2250,15,12,18,630,3.1
12/11/2016 02:00,2250,15,12,19,630,3.3
12/11/2016 01:00,2250,15,12,19,630,3.3
12/11/2016 00:00,2250,14,12,18,630,3.0
12/10/2016 23:00,2260,15,12,19,630,3.3
12/10/2016 22:00,2260,15,12,19,630,3.3
12/10/2016 21:00,2260,16,13,20,630,3.7
12/10/2016 20:00,2260,15,12,19,630,3.3
12/10/2016 19:00,2270,15,12,19,630,3.3
12/10/2016 18:00,2270,17,14,21,630,4.1
12/10/2016 17:00,2270,19,16,23,630,4.9
12/10/2016 16:00,2270,16,13,19,630,3.5
12/10/2016 15:00,2280,17,14,21,630,4.1
12/10/2016 14:00,2280,19,16,23,630,5.0
12/10/2016 13:00,2280,16,13,19,630,3.5
12/10/2016 12:00,2280,15,12,19,630,3.4
12/10/2016 11:00,2280,17,14,21,630,4.1
12/10/2016 10:00,2290,16,13,20,630,3.8
12/10/2016 09:00,2290,19,15,23,630,4.8
12/10/2016 08:00,2290,19,15,23,630,4.8
12/10/2016 07:00,2290,15,12,18,630,3.1
12/10/2016 06:00,2290,14,12,18,630,3.0
12/10/2016 05:00,2300,15,12,18,630,3.1
12/10/2016 04:00,2300,15,12,19,630,3.3
12/10/2016 03:00,2300,16,13,19,630,3.5
12/10/2016 02:00,2300,15,12,19,630,3.3
12/10/2016 01:00,2310,14,12,18,630,3.0
12/10/2016 00:00,2320,15,12,19,630,3.3
12/09/2016 23:00,2320,15,12,19,630,3.2
12/09/2016 22:00,2330,15,12,19,630,3.3
12/09/2016 21:00,2330,16,13,20,630,3.7
12/09/2016 20:00,2330,16,13,19,630,3.5
12/09/2016 19:00,2330,17,14,20,630,3.8
12/09/2016 18:00,2340,16,13,20,630,3.7
12/09/2016 17:00,2340,17,14,21,630,3.9
12/09/2016 16:00,2340,15,12,19,630,3.3
12/09/2016 15:00,2350,17,14,21,630,3.9
12/09/2016 14:00,2350,17,14,21,630,3.9
12/09/2016 13:00,2350,18,15,22,630,4.4
12/09/2016 12:00,2360,19,16,23,630,4.9
12/09/2016 11:00,2350,18,15,22,630,4.4
12/09/2016 10:00,2360,17,14,21,630,4.0
12/09/2016 09:00,2370,18,15,22,630,4.6
12/09/2016 08:00,2370,17,14,21,630,4.0
12/09/2016 07:00,2380,20,16,24,630,5.1
12/09/2016 06:00,2380,18,15,22,630,4.5
12/09/2016 05:00,2380,17,14,21,630,4.0
12/09/2016 04:00,2390,17,14,21,630,4.1
12/09/2016 03:00,2400,17,14,20,630,3.8
12/09/2016 02:00,2400,17,14,21,630,4.1
12/09/2016 01:00,2400,17,14,21,630,4.0
12/09/2016 00:00,2400,18,15,21,630,4.3
12/08/2016 23:00,2410,17,14,21,640,4.2
12/08/2016 22:00,2410,18,15,21,640,4.4
12/08/2016 21:00,2410,18,15,22,640,4.6
12/08/2016 20:00,2410,17,14,21,640,4.1
12/08/2016 19:00,2410,17,14,21,640,4.3
12/08/2016 18:00,2410,17,14,20,640,4.0
12/08/2016 17:00,2410,17,14,20,640,4.0
12/08/2016 16:00,2410,17,14,21,640,4.1
12/08/2016 15:00,2410,17,14,21,640,4.1
12/08/2016 14:00,2410,17,14,21,640,4.3
12/08/2016 13:00,2410,17,14,20,640,3.9
12/08/2016 12:00,2420,17,14,21,640,4.3
12/08/2016 11:00,2410,17,14,21,640,4.1
12/08/2016 10:00,2420,17,14,21,630,4.3
12/08/2016 09:00,2440,17,14,21,630,4.2
12/08/2016 08:00,2440,17,14,20,630,3.9
12/08/2016 07:00,2440,16,13,19,630,3.6
12/08/2016 06:00,2450,15,12,19,630,3.3
12/08/2016 05:00,2450,16,13,20,630,3.7
12/08/2016 04:00,2450,15,12,19,630,3.4
12/08/2016 03:00,2460,16,13,19,630,3.6
12/08/2016 02:00,2460,16,13,20,630,3.8
12/08/2016 01:00,2440,16,13,20,630,3.6
12/08/2016 00:00,2460,16,13,20,630,3.6
12/07/2016 23:00,2460,16,13,19,630,3.5
12/07/2016 22:00,2470,16,13,20,630,3.8
12/07/2016 21:00,2470,16,13,20,630,3.7
12/07/2016 20:00,2460,16,13,20,630,3.7
12/07/2016 19:00,2470,17,14,21,630,4.0
12/07/2016 18:00,2480,20,16,24,630,5.2
12/07/2016 17:00,2480,17,14,21,630,4.0
12/07/2016 16:00,2490,16,13,19,630,3.5
12/07/2016 15:00,2490,17,14,20,630,3.9
12/07/2016 14:00,2490,16,13,20,630,3.7
12/07/2016 13:00,2490,16,13,20,630,3.6
12/07/2016 12:00,2490,16,13,20,630,3.7
12/07/2016 11:00,2490,16,13,19,630,3.5
12/07/2016 10:00,2490,16,13,20,630,3.7
12/07/2016 09:00,2500,16,13,19,630,3.5
12/07/2016 08:00,2500,16,13,20,630,3.7
12/07/2016 07:00,2500,17,14,21,630,4.1
12/07/2016 06:00,2500,17,14,21,630,4.0
12/07/2016 05:00,2500,17,14,21,630,4.0
12/07/2016 04:00,2500,15,12,18,630,3.1
12/07/2016 03:00,2510,17,14,20,630,3.8
12/07/2016 02:00,2500,16,13,20,630,3.5
12/07/2016 01:00,2510,16,13,20,630,3.7
12/07/2016 00:00,2510,17,14,20,630,3.8
12/06/2016 23:00,2510,16,13,20,630,3.6
12/06/2016 22:00,2510,18,15,22,630,4.3
12/06/2016 21:00,2520,17,14,21,620,4.0
12/06/2016 20:00,2520,17,14,21,620,4.1
12/06/2016 19:00,2520,19,16,23,620,4.7
12/06/2016 18:00,2530,19,16,23,620,4.7
12/06/2016 17:00,2530,18,15,22,620,4.4
12/06/2016 16:00,2540,16,13,20,620,3.6
12/06/2016 15:00,2540,16,13,20,620,3.5
12/06/2016 14:00,2550,16,13,20,620,3.5
12/06/2016 13:00,2550,--,--,--,620,--
12/06/2016 12:00,2550,--,--,--,620,--
12/06/2016 11:00,2560,--,--,--,620,--
12/06/2016 10:00,2560,--,--,--,620,--
12/06/2016 09:00,2570,--,--,--,620,--
12/06/2016 08:00,2580,--,--,--,630,--
12/06/2016 07:00,2580,--,--,--,620,--
12/06/2016 06:00,2580,--,--,--,620,--
12/06/2016 05:00,2580,--,--,--,620,--
12/06/2016 04:00,2590,--,--,--,620,--
12/06/2016 03:00,2590,--,--,--,620,--
12/06/2016 02:00,2600,--,--,--,620,--
12/06/2016 01:00,2600,--,--,--,620,--
12/06/2016 00:00,2600,--,--,--,620,--
12/05/2016 23:00,2600,--,--,--,620,--
12/05/2016 22:00,2600,--,--,--,620,--
12/05/2016 21:00,2610,--,--,--,620,--
12/05/2016 20:00,2620,--,--,--,620,--
12/05/2016 19:00,2620,--,--,--,620,--
12/05/2016 18:00,2620,--,--,--,620,--
12/05/2016 17:00,2630,--,--,--,620,--
12/05/2016 16:00,2630,--,--,--,620,--
12/05/2016 15:00,2630,--,--,--,620,--
12/05/2016 14:00,2640,--,--,--,620,--
12/05/2016 13:00,2640,--,--,--,620,--
12/05/2016 12:00,2640,--,--,--,620,--
12/05/2016 11:00,2650,--,--,--,620,--
12/05/2016 10:00,2660,--,--,--,620,--
12/05/2016 09:00,2660,--,--,--,620,--
12/05/2016 08:00,2670,--,--,--,620,--
12/05/2016 07:00,2670,--,--,--,620,--
12/05/2016 06:00,2670,--,--,--,620,--
12/05/2016 05:00,2680,--,--,--,620,--
12/05/2016 04:00,2680,--,--,--,620,--
12/05/2016 03:00,2690,--,--,--,620,--
12/05/2016 02:00,2700,--,--,--,620,--
12/05/2016 01:00,2710,--,--,--,620,--
12/05/2016 00:00,2710,--,--,--,620,--
12/04/2016 23:00,2720,--,--,--,620,--
12/04/2016 22:00,2720,--,--,--,620,--
12/04/2016 21:00,2730,--,--,--,620,--
12/04/2016 20:00,2740,--,--,--,620,--
12/04/2016 19:00,2740,--,--,--,620,--
12/04/2016 18:00,2750,--,--,--,620,--
12/04/2016 17:00,2750,--,--,--,620,--
12/04/2016 16:00,2760,--,--,--,620,--
12/04/2016 15:00,2760,--,--,--,620,--
12/04/2016 14:00,2770,--,--,--,620,--
12/04/2016 13:00,2770,--,--,--,620,--
12/04/2016 12:00,2780,--,--,--,620,--
12/04/2016 11:00,2780,--,--,--,620,--
12/04/2016 10:00,2790,--,--,--,620,--
12/04/2016 09:00,2790,--,--,--,620,--
12/04/2016 08:00,2800,--,--,--,620,--
12/04/2016 07:00,2810,--,--,--,620,--
12/04/2016 06:00,2810,--,--,--,610,--
12/04/2016 05:00,2810,--,--,--,610,--
12/04/2016 04:00,2820,--,--,--,610,--
12/04/2016 03:00,2820,--,--,--,610,--
12/04/2016 02:00,2840,--,--,--,610,--
12/04/2016 01:00,2840,--,--,--,610,--
12/04/2016 00:00,2840,--,--,--,610,--
12/03/2016 23:00,2850,--,--,--,610,--
12/03/2016 22:00,2850,--,--,--,610,--
12/03/2016 21:00,2850,--,--,--,610,--
12/03/2016 20:00,2860,--,--,--,610,--
12/03/2016 19:00,2870,--,--,--,610,--
12/03/2016 18:00,2870,--,--,--,610,--
12/03/2016 17:00,2870,--,--,--,610,--
12/03/2016 16:00,2870,--,--,--,610,--
12/03/2016 15:00,2880,--,--,--,610,--
12/03/2016 14:00,2880,--,--,--,610,--
12/03/2016 13:00,2880,--,--,--,610,--
12/03/2016 12:00,2890,--,--,--,610,--
12/03/2016 11:00,2900,--,--,--,610,--
12/03/2016 10:00,2890,--,--,--,600,--
12/03/2016 09:00,2900,--,--,--,600,--
12/03/2016 08:00,2900,--,--,--,600,--
12/03/2016 07:00,2900,--,--,--,600,--
12/03/2016 06:00,2900,--,--,--,600,--
12/03/2016 05:00,2900,--,--,--,600,--
12/03/2016 04:00,2900,--,--,--,600,--
12/03/2016 03:00,2900,--,--,--,600,--
12/03/2016 02:00,2900,--,--,--,600,--
12/03/2016 01:00,2900,100,83,120,600,82
12/03/2016 00:00,2900,100,84,120,600,82
12/02/2016 23:00,2900,99,83,120,600,80
12/02/2016 22:00,2900,96,80,110,600,74
12/02/2016 21:00,2900,95,80,110,590,73
12/02/2016 20:00,2890,97,81,120,590,74
12/02/2016 19:00,2880,100,86,120,590,82
12/02/2016 18:00,2880,100,87,120,590,84
12/02/2016 17:00,2880,110,89,130,590,86
12/02/2016 16:00,2880,110,89,130,590,86
12/02/2016 15:00,2880,110,91,130,590,89
12/02/2016 14:00,2870,110,91,130,590,88
12/02/2016 13:00,2870,110,89,130,580,86
12/02/2016 12:00,2870,100,86,120,580,79
12/02/2016 11:00,2870,100,86,120,580,78
12/02/2016 10:00,2860,110,91,130,580,86
12/02/2016 09:00,2860,110,91,130,580,85
12/02/2016 08:00,2860,110,90,130,580,82
12/02/2016 07:00,2850,110,94,130,580,90
12/02/2016 06:00,2850,110,97,140,570,93
12/02/2016 05:00,2850,120,100,140,570,100
12/02/2016 04:00,2840,110,95,130,570,89
12/02/2016 03:00,2840,120,100,140,570,100
12/02/2016 02:00,2840,120,98,140,570,95
12/02/2016 01:00,2840,110,95,130,570,89
12/02/2016 00:00,2830,110,93,130,570,85
12/01/2016 23:00,2830,100,87,120,570,76
12/01/2016 22:00,2830,110,95,130,570,90
12/01/2016 21:00,2820,99,84,120,580,72
12/01/2016 20:00,2820,96,82,110,580,69
12/01/2016 19:00,2820,88,75,100,580,60
12/01/2016 18:00,2810,82,70,96,580,53
12/01/2016 17:00,2810,76,65,89,580,47
12/01/2016 16:00,2790,89,75,100,590,63
12/01/2016 15:00,2790,80,68,93,590,52
12/01/2016 14:00,2790,79,68,93,590,51
12/01/2016 13:00,2790,79,67,93,590,51
12/01/2016 12:00,2770,81,69,95,590,53
12/01/2016 11:00,2780,74,63,86,590,46
12/01/2016 10:00,2770,79,67,92,590,51
12/01/2016 09:00,2770,74,64,87,590,46
12/01/2016 08:00,2770,73,63,85,590,45
12/01/2016 07:00,2770,80,68,94,590,52
12/01/2016 06:00,2760,81,69,95,590,54
